location_id,item_id,address_raw,address_normalized,latitude,longitude,parcel_id,geocode_confidence,created_at,location_name,project_name,location_type,resolution_notes,location_seq,is_primary
240,912,"Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL","Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL",26.43890234243,-81.805657540358,,0.9,,"Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL",,,,1,true
241,914,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL","Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,1.0,,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",,,,1,true
242,919,Estero Bay Village Septic Area,"Estero Bay Village, Estero, FL",26.4408,-81.8225,,0.9,,"Estero Bay Village, Estero, FL",Septic to Sewer,NAMED_VENUE,named venue 'Estero Bay Village Septic Area' from LOCATION_SEEDS,1,true
243,921,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,,Corkscrew Road Widening Corridor,Corkscrew Road,,,1,true
244,922,"8111 Broadway Avenue East, Estero, FL","8111 Broadway Avenue East, Estero, FL",26.44244610632,-81.809993666508,,1.0,,"8111 Broadway Avenue East, Estero, FL",Broadway Avenue Utility Extension,,,1,true
245,929,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,,Corkscrew Road Widening Corridor,Corkscrew Road,,,1,true
246,929,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,,US 41 / Tamiami Trail,,,,2,false
247,929,"Coconut Road from US 41 to Via Coconut Point, Estero, FL","Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,0.9,,Coconut Road,,,,3,false
248,936,Miromar Outlets,"Miromar Outlets, Estero, FL",26.438084,-81.772808,,1.0,,"Miromar Outlets, Estero, FL",,NAMED_VENUE,named venue 'Miromar Outlets' from LOCATION_SEEDS,1,true
249,943,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,,1.0,,"9000 Williams Road, Estero, FL",Williams Road Improvements,,,1,true
250,951,Breckenridge,Village on Crescent Lake at Breckenridge Condominium,26.44425079079401,-81.82629414204098,,0.85,,Village on Crescent Lake at Breckenridge Condominium,,NEIGHBORHOOD,centroid of community 'Village on Crescent Lake at Breckenridge',1,true
251,952,8420 Murano Del Lago Drive,8420 MURANO DEL LAGO DR,26.391199708507013,-81.80905839333157,094725E3473C20000,0.98,,8420 MURANO DEL LAGO DR,,PARCEL_ADDRESS,parcel STRAP=094725E3473C20000,1,true
252,955,Corkscrew Woodlands,Corkscrew Woodlands Subdivision,26.424061060167862,-81.77959546794243,,0.85,,Corkscrew Woodlands Subdivision,Corkscrew Road,NEIGHBORHOOD,centroid of community 'Corkscrew Woodlands',1,true
253,956,Corkscrew Woodlands,Corkscrew Woodlands Subdivision,26.424061060167862,-81.77959546794243,,0.85,,Corkscrew Woodlands Subdivision,Corkscrew Road,NEIGHBORHOOD,centroid of community 'Corkscrew Woodlands',1,true
254,957,19511 Highlands Oaks Drive,"19511 Highlands Oaks Drive, Estero, FL",,,,0.25,,19511 Highlands Oaks Drive,Ben Hill Griffin Parkway Improvements,,,1,true
255,958,"22800 Via Villagio, Estero, FL","22800 Via Villagio, Estero, FL",26.412588048918,-81.811355977231,,1.0,,"22800 Via Villagio, Estero, FL",,,,1,true
256,961,20320 Grande Oak Shoppes Drive,20320 GRANDE OAK SHOPPES BLVD,26.437023507620733,-81.76987508479715,254625E4200000050,0.98,,20320 GRANDE OAK SHOPPES BLVD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=254625E4200000050,1,true
257,962,19701 S. Tamiami Trail,19701 S TAMIAMI TRL,26.45400113110861,-81.82155996077842,204625E3U18092622,0.98,,19701 S TAMIAMI TRL,,PARCEL_ADDRESS,parcel STRAP=204625E3U18092622,1,true
258,963,10100 Arcos Avenue,10100 ARCOS AVE,26.43361648020414,-81.78794350168731,354625E13100A0000,0.98,,10100 ARCOS AVE,,PARCEL_ADDRESS,parcel STRAP=354625E13100A0000,1,true
259,964,9600 Corkscrew Road,9600 CORKSCREW RD,26.43034708593776,-81.79527741717419,344625E2U20702358,0.98,,9600 CORKSCREW RD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E2U20702358,1,true
260,965,10251 Arcos Avenue,"10251 Arcos Avenue, Estero, FL",26.43347675746,-81.785746161726,,1.0,,10251 Arcos Avenue,,,,1,true
261,968,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,,1.0,,"9000 Williams Road, Estero, FL",Williams Road Improvements,,,1,true
262,969,12840 Corkscrew Road,"12840 Corkscrew Road, Estero, FL",26.449146368339,-81.742899851451,,1.0,,12840 Corkscrew Road,Corkscrew Road,,,1,true
263,969,20161 Camellia Crosse Lane,"20161 Camellia Crosse Lane, Estero, FL",26.446950624905,-81.741493233359,,1.0,,20161 Camellia Crosse Lane,Corkscrew Road,,,2,false
264,970,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,1.0,,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",,,,1,true
265,971,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,1.0,,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",,,,1,true
266,973,Corkscrew Woodlands,Corkscrew Woodlands Subdivision,26.424061060167862,-81.77959546794243,,0.85,,Corkscrew Woodlands Subdivision,Corkscrew Road,NEIGHBORHOOD,centroid of community 'Corkscrew Woodlands',1,true
267,974,21580 River Ranch Road,21580 RIVER RANCH RD,26.426366236141643,-81.7957610238013,344625E30100C025D,0.98,,21580 RIVER RANCH RD,,PARCEL_ADDRESS,parcel STRAP=344625E30100C025D,1,true
268,975,"10500 Corkscrew Road, Estero, FL","10500 Corkscrew Road, Estero, FL",26.430907704137,-81.783054229702,,1.0,,"10500 Corkscrew Road, Estero, FL",Corkscrew Road,,,1,true
269,976,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,,1.0,,"8801 Corkscrew Road, Estero, FL",Corkscrew Road,,,1,true
270,979,Riverwoods Plantation,Riverwoods Plantation Condominium,26.44551087014053,-81.83135830974891,,0.85,,Riverwoods Plantation Condominium,,NEIGHBORHOOD,centroid of community 'Riverwoods Plantation',1,true
271,980,Pelican Sound,Pelican Sound Subdivision,26.42929045220349,-81.82471928963577,,0.85,,Pelican Sound Subdivision,Williams Road Improvements,NEIGHBORHOOD,centroid of community 'Pelican Sound',1,true
272,981,10150 Arcos Avenue,10150 ARCOS AVE,26.4323387671025,-81.78783499987172,354625E13100B0000,0.98,,10150 ARCOS AVE,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=354625E13100B0000,1,true
273,989,Miromar Outlets,"Miromar Outlets, Estero, FL",26.438084,-81.772808,,1.0,,"Miromar Outlets, Estero, FL",,NAMED_VENUE,named venue 'Miromar Outlets' from LOCATION_SEEDS,1,true
274,1011,on Williams Road,along Williams Road,26.420210096558677,-81.81166992220037,,0.7,,along Williams Road,Williams Road Improvements,WHOLE_STREET,midpoint of 29 centerline segment(s),1,true
275,1019,Rookery Pointe,Heatherstone at Rookery Pointe Subdivision,26.447607197915094,-81.79310346599338,,0.85,,Heatherstone at Rookery Pointe Subdivision,Septic to Sewer,NEIGHBORHOOD,centroid of community 'Heatherstone at Rookery Pointe',1,true
276,1021,River Oaks Preserve,"River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,1.0,,"River Oaks Preserve, Estero, FL",Budget / Capital Improvement,NAMED_VENUE,named venue 'River Oaks Preserve' from LOCATION_SEEDS,1,true
277,1026,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.9,,Sandy Lane,,,,1,true
278,1029,Broadway Avenue West UEP,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,0.9,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",Broadway Avenue Utility Extension,NAMED_VENUE,named venue 'Broadway Avenue West UEP' from LOCATION_SEEDS,1,true
279,1034,Estero River,"Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,,"Estero River near Old Estero and Koreshan State Park, Estero, FL",Budget / Capital Improvement,NAMED_VENUE,named venue 'Estero River' from LOCATION_SEEDS,1,true
280,1041,River Oaks Preserve,"River Oaks Preserve, Estero, FL",26.4420079,-81.7993579,,1.0,,"River Oaks Preserve, Estero, FL",Estero on the River,NAMED_VENUE,named venue 'River Oaks Preserve' from LOCATION_SEEDS,1,true
281,1044,"Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL","Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL",26.43890234243,-81.805657540358,,0.9,,"Mayfair Village site between Broadway Avenue East and Sandy Lane, Estero, FL",Septic to Sewer,,,1,true
282,1055,"8111 Broadway Avenue East, Estero, FL","8111 Broadway Avenue East, Estero, FL",26.44244610632,-81.809993666508,,1.0,,"8111 Broadway Avenue East, Estero, FL",Budget / Capital Improvement,,,1,true
283,1060,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,,Coconut Point,,,,1,true
284,1062,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",Estero Parkway Improvements,,,1,true
285,1063,Estero Village Hall,"9401 Corkscrew Palms Circle, Estero, FL 33928",26.430490662544,-81.799280001688,,0.9,,"9401 Corkscrew Palms Circle, Estero, FL 33928",General Planning & Zoning,NAMED_VENUE,named venue 'Estero Village Hall' from LOCATION_SEEDS,1,true
286,1072,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,,1.0,,"8801 Corkscrew Road, Estero, FL",Corkscrew Road,,,1,true
287,1073,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.95,,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",Estero Parkway Improvements,,,1,true
288,1074,"8801 Corkscrew Road, Estero, FL","8801 Corkscrew Road, Estero, FL",26.434598214195,-81.807374237947,,1.0,,"8801 Corkscrew Road, Estero, FL",Corkscrew Road,,,1,true
289,1077,"The Brooks Town Center, Estero, FL","The Brooks Town Center, Estero, FL",26.396617,-81.786171,,1.0,,"The Brooks Town Center, Estero, FL",,,,1,true
290,1078,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,1.0,,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",,,,1,true
291,1079,"9000 Williams Road, Estero, FL","9000 Williams Road, Estero, FL",26.420956750596,-81.80311832661,,1.0,,"9000 Williams Road, Estero, FL",Williams Road Improvements,,,1,true
292,1100,Breckenridge,Village on Crescent Lake at Breckenridge Condominium,26.44425079079401,-81.82629414204098,,0.85,,Village on Crescent Lake at Breckenridge Condominium,,NEIGHBORHOOD,centroid of community 'Village on Crescent Lake at Breckenridge',1,true
293,1115,Cypress Bend Septic Area,"Cypress Bend, Estero, FL",26.4469,-81.8116,,0.9,,"Cypress Bend, Estero, FL",Septic to Sewer,NAMED_VENUE,named venue 'Cypress Bend Septic Area' from LOCATION_SEEDS,1,true
294,1116,Sunny Grove Septic Area,"Sunny Grove, Estero, FL",26.4376,-81.8128,,0.9,,"Sunny Grove, Estero, FL",Septic to Sewer,NAMED_VENUE,named venue 'Sunny Grove Septic Area' from LOCATION_SEEDS,1,true
295,1119,"Pelican Sound Golf & River Club, Estero, FL","Pelican Sound Golf & River Club, Estero, FL",26.4360814,-81.8298334,,0.95,,"Pelican Sound Golf & River Club, Estero, FL",,,,1,true
296,1122,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL","Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",26.403277778,-81.808611111,,1.0,,"Home2 Suites proposed hotel site, Coconut Point Mall, Estero, FL",,,,1,true
297,1133,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,,Corkscrew Road Widening Corridor,Corkscrew Road,,,1,true
298,1134,The Brooks,"The Brooks, Estero, FL",26.3926426,-81.7753764,,0.9,,"The Brooks, Estero, FL",,NAMED_VENUE,named venue 'The Brooks' from LOCATION_SEEDS,1,true
299,1143,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL","Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",26.4022,-81.815,,1.0,,"Woodfield Estero project site, northwest corner of US 41 & Coconut Road, Estero, FL",,,,1,true
300,1148,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL","Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",26.43663000848,-81.804926512673,,0.95,,"Sandy Lane from Corkscrew Road to Broadway Avenue East, Estero, FL",Sandy Lane Improvements,,,1,true
301,1155,"21450 Strada Nuova Circle, Estero, FL","21450 Strada Nuova Circle, Estero, FL",26.428168875365,-81.804317441678,,1.0,,"21450 Strada Nuova Circle, Estero, FL",,,,1,true
302,1158,Estero River,"Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,,"Estero River near Old Estero and Koreshan State Park, Estero, FL",,NAMED_VENUE,named venue 'Estero River' from LOCATION_SEEDS,1,true
303,1171,"Northeast corner of US 41 and Corkscrew Road, Estero, FL","Northeast corner of US 41 and Corkscrew Road, Estero, FL",26.432555,-81.80817,,1.0,,"Northeast corner of US 41 and Corkscrew Road, Estero, FL",Corkscrew Road,,,1,true
304,1172,"Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL","Corkscrew Road from Ben Hill Griffin Parkway to east of Bella Terra Boulevard, Estero, FL",26.443916962688,-81.750022322755,,0.9,,Corkscrew Road Widening Corridor,Corkscrew Road,,,1,true
305,1172,"US 41 from Williams Road to Estero Parkway, Estero, FL","US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,,0.9,,US 41 / Tamiami Trail,,,,2,false
306,1184,20318 Sherrill Lane,"20318 Sherrill Lane, Estero, FL",26.445524150713,-81.829035422685,,1.0,,20318 Sherrill Lane,,,,1,true
307,1190,"Coconut Road from US 41 to Via Coconut Point, Estero, FL","Coconut Road from US 41 to Via Coconut Point, Estero, FL",26.398474495578,-81.808064278126,,0.95,,"Coconut Road from US 41 to Via Coconut Point, Estero, FL",Budget / Capital Improvement,,,1,true
308,1193,Estero River,"Estero River near Old Estero and Koreshan State Park, Estero, FL",26.4360313,-81.8217353,,0.9,,"Estero River near Old Estero and Koreshan State Park, Estero, FL",Budget / Capital Improvement,NAMED_VENUE,named venue 'Estero River' from LOCATION_SEEDS,1,true
309,1194,Pelican Landing,Casta Del Sol at Pelican Landing Condominium,26.368806512145348,-81.80994853587833,,0.85,,Casta Del Sol at Pelican Landing Condominium,,NEIGHBORHOOD,centroid of community 'Casta Del Sol at Pelican Landing',1,true
310,1199,"Estero Parkway & Three Oaks Parkway, Estero, FL","Estero Parkway & Three Oaks Parkway, Estero, FL",26.449389004358,-81.788946037082,,1.0,,"Estero Parkway & Three Oaks Parkway, Estero, FL",Estero Parkway Improvements,,,1,true
311,1200,Stoneybrook,"Stoneybrook, Estero, FL",26.4298062,-81.7679548,,0.9,,"Stoneybrook, Estero, FL",Corkscrew Road,NAMED_VENUE,named venue 'Stoneybrook' from LOCATION_SEEDS,1,true
312,1203,Broadway Avenue West UEP,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,0.9,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",Broadway Avenue Utility Extension,NAMED_VENUE,named venue 'Broadway Avenue West UEP' from LOCATION_SEEDS,1,true
313,1204,8990 Corkscrew Road,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,334625E2U19712349,0.98,,8990 CORKSCREW RD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19712349,1,true
314,1204,21650 Via Coconut Point,21650 VIA COCONUT POINT,26.426873865090073,-81.80537457462647,334625E3U19692320,0.95,,21650 VIA COCONUT POINT,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E3U19692320 (additional site),2,false
315,1204,21750 Via Coconut Point,21750 VIA COCONUT POINT,26.42526614416781,-81.80449010301406,344625E40100C0170,0.95,,21750 VIA COCONUT POINT,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E40100C0170 (additional site),3,false
316,1204,21331 Happy Hollow Lane,21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,334625E2U19672342,0.95,,21331 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19672342 (additional site),4,false
317,1204,21350 Happy Hollow Lane,21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,334625E2U19632334,0.95,,21350 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19632334 (additional site),5,false
318,1204,21351 Happy Hollow Lane,21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,334625E2U19672334,0.95,,21351 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19672334 (additional site),6,false
319,1205,"Estero Townhomes EPD site, 9301 Corkscrew Road, Estero, FL","Estero Townhomes EPD site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,,1.0,,"Estero Townhomes EPD site, 9301 Corkscrew Road, Estero, FL",Corkscrew Road,,,1,true
320,1209,"Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL","Estero Parkway from US 41 to Three Oaks Parkway, Estero, FL",26.448792003304,-81.803409304378,,0.9,,Estero Parkway,,,,1,true
321,1211,"Coconut Pointe Residences at Brooks Town Center site, Estero, FL","Coconut Pointe Residences at Brooks Town Center site, Estero, FL",26.39711,-81.78531,,1.0,,"Coconut Pointe Residences at Brooks Town Center site, Estero, FL",,,,1,true
322,1212,10640 Chevrolet Way,10640 CHEVROLET WAY,26.430182136164337,-81.77888336722721,354625E23200F0000,0.98,,10640 CHEVROLET WAY,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=354625E23200F0000,1,true
323,1213,8990 Corkscrew Road,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,334625E2U19712349,0.98,,8990 CORKSCREW RD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19712349,1,true
324,1213,21650 Via Coconut Point,21650 VIA COCONUT POINT,26.426873865090073,-81.80537457462647,334625E3U19692320,0.95,,21650 VIA COCONUT POINT,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E3U19692320 (additional site),2,false
325,1213,21750 Via Coconut Point,21750 VIA COCONUT POINT,26.42526614416781,-81.80449010301406,344625E40100C0170,0.95,,21750 VIA COCONUT POINT,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E40100C0170 (additional site),3,false
326,1213,21331 Happy Hollow Lane,21331 HAPPY HOLLOW LN,26.42889991964289,-81.8056086384823,334625E2U19672342,0.95,,21331 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19672342 (additional site),4,false
327,1213,21350 Happy Hollow Lane,21350 HAPPY HOLLOW LN,26.428132605258963,-81.80600459836357,334625E2U19632334,0.95,,21350 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19632334 (additional site),5,false
328,1213,21351 Happy Hollow Lane,21351 HAPPY HOLLOW LN,26.428150046589735,-81.80559959172314,334625E2U19672334,0.95,,21351 HAPPY HOLLOW LN,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19672334 (additional site),6,false
329,1215,"The Brooks Town Center, Estero, FL","The Brooks Town Center, Estero, FL",26.396617,-81.786171,,1.0,,"The Brooks Town Center, Estero, FL",,,,1,true
330,1216,23161 Village Shops Way,"23161 Village Shops Way, Estero, FL",26.401827780717,-81.807656037532,,1.0,,23161 Village Shops Way,,,,1,true
331,1217,"10081 Estero Town Commons Place, Estero, FL","10081 Estero Town Commons Place, Estero, FL",26.430921743825,-81.785430080157,,1.0,,"10081 Estero Town Commons Place, Estero, FL",Corkscrew Road,,,1,true
332,1221,3231 Coconut Road,3231 COCONUT RD,26.397287176635327,-81.81527773523757,094725E4U18691993,0.98,,3231 COCONUT RD,,PARCEL_ADDRESS,parcel STRAP=094725E4U18691993,1,true
333,1222,"8400 Murano Del Lago Drive, Estero, FL","8400 Murano Del Lago Drive, Estero, FL",26.3916729,-81.8086935,,1.0,,"8400 Murano Del Lago Drive, Estero, FL",,,,1,true
334,1224,"Tidewater by Del Webb, Estero, FL","Tidewater by Del Webb, Estero, FL",26.4462,-81.7765,,0.95,,"Tidewater by Del Webb, Estero, FL",,,,1,true
335,1229,00023 Via Coconut Ordinance No,"00023 Via Coconut Ordinance No, Estero, FL",,,,0.25,,00023 Via Coconut Ordinance No,,,,1,true
336,1231,"21450 Strada Nuova Circle, Estero, FL","21450 Strada Nuova Circle, Estero, FL",26.428168875365,-81.804317441678,,1.0,,"21450 Strada Nuova Circle, Estero, FL",,,,1,true
337,1232,19511 Highlands Oaks Drive,"19511 Highlands Oaks Drive, Estero, FL",,,,0.25,,19511 Highlands Oaks Drive,Ben Hill Griffin Parkway Improvements,,,1,true
338,1233,10801 Corkscrew Road,10801 CORKSCREW RD,26.436264784102917,-81.77458415265198,264625E3270M10000,0.92,,10801 CORKSCREW RD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=264625E3270M10000,1,true
339,1234,10801 Corkscrew Road,10801 CORKSCREW RD,26.436264784102917,-81.77458415265198,264625E3270M10000,0.92,,10801 CORKSCREW RD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=264625E3270M10000,1,true
340,1235,Tides at Pelican,Tides at Pelican Landing Subdivision,26.395281758063803,-81.81280564789286,,0.85,,Tides at Pelican Landing Subdivision,,NEIGHBORHOOD,centroid of community 'Tides at Pelican Landing',1,true
341,1237,Miromar Outlets,"Miromar Outlets, Estero, FL",26.438084,-81.772808,,1.0,,"Miromar Outlets, Estero, FL",Corkscrew Road,NAMED_VENUE,named venue 'Miromar Outlets' from LOCATION_SEEDS,1,true
342,1238,"The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL","The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",26.432264859989,-81.801155452524,,1.0,,"The Colonnade / Estero Townhomes site, 9301 Corkscrew Road, Estero, FL",Corkscrew Road,,,1,true
343,1249,"8111 Broadway Avenue East, Estero, FL","8111 Broadway Avenue East, Estero, FL",26.44244610632,-81.809993666508,,1.0,,"8111 Broadway Avenue East, Estero, FL",Broadway Avenue Utility Extension,,,1,true
344,1277,1962 Federal Aid Highway,"1962 Federal Aid Highway, Estero, FL",,,,0.25,,1962 Federal Aid Highway,,,,1,true
345,1280,"9401 Corkscrew Palms Circle, Estero, FL","9401 Corkscrew Palms Circle, Estero, FL",26.430490662544,-81.799280001688,,1.0,,"9401 Corkscrew Palms Circle, Estero, FL",,,,1,true
346,1291,"Corkscrew Road & Puente Lane, Estero, FL","Corkscrew Road & Puente Lane, Estero, FL",26.431386394627,-81.784740920078,,1.0,,"Corkscrew Road & Puente Lane, Estero, FL",Corkscrew Road,,,1,true
347,1304,23106 Fashion Drive,23106 FASHION DR,26.404355403292666,-81.80731508067035,094725E2360SC0010,0.98,,23106 FASHION DR,,PARCEL_ADDRESS,parcel STRAP=094725E2360SC0010,1,true
348,1305,21530 Strada Nuova Circle,21530 STRADA NUOVA CIR,26.42982261302848,-81.80432487481026,344625E12200C00CE,0.92,,21530 STRADA NUOVA CIR,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=344625E12200C00CE,1,true
349,1306,"8400 Murano Del Lago Drive, Estero, FL","8400 Murano Del Lago Drive, Estero, FL",26.3916729,-81.8086935,,1.0,,"8400 Murano Del Lago Drive, Estero, FL",,,,1,true
350,1307,21180 Country Creek Drive,21180 COUNTRY CREEK DR,26.437389192896752,-81.79482782963828,274625E3050M000CE,0.98,,21180 COUNTRY CREEK DR,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=274625E3050M000CE,1,true
351,1309,10081 Estero Town Commons Place,10081 ESTERO TOWN COMMONS PL,26.43076631928911,-81.78522309388235,354625E1390000020,0.98,,10081 ESTERO TOWN COMMONS PL,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=354625E1390000020,1,true
352,1310,21681 Pelican Sound Drive,21681 PELICAN SOUND DR,26.426821246198617,-81.81254924478783,334625E3U18972320,0.98,,21681 PELICAN SOUND DR,,PARCEL_ADDRESS,parcel STRAP=334625E3U18972320,1,true
353,1311,22604 S. Tamiami Trail,"22604 S. Tamiami Trail, Estero, FL",26.411895242711,-81.812998075882,,1.0,,22604 S. Tamiami Trail,,,,1,true
354,1312,"Coconut Point, Estero, FL","Coconut Point, Estero, FL",26.4038818,-81.8077365,,0.9,,Coconut Point,,,,1,true
355,1315,"11000 Everblades Parkway, Estero, FL","11000 Everblades Parkway, Estero, FL",26.440541,-81.77872,,1.0,,"11000 Everblades Parkway, Estero, FL",,,,1,true
356,1328,Broadway Avenue West UEP,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",26.441876807456,-81.822814751334,,0.9,,"Broadway Avenue West from US 41 to Pine Tree Lane, Estero, FL",,NAMED_VENUE,named venue 'Broadway Avenue West UEP' from LOCATION_SEEDS,1,true
357,1333,20481 Plantation Boulevard,20481 PLANTATION BLVD,26.442851624532015,-81.83135034257168,294625E10700A00CE,0.98,,20481 PLANTATION BLVD,Broadway Avenue Utility Extension,PARCEL_ADDRESS,parcel STRAP=294625E10700A00CE,1,true
358,1334,10150 Arcos Avenue,10150 ARCOS AVE,26.4323387671025,-81.78783499987172,354625E13100B0000,0.98,,10150 ARCOS AVE,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=354625E13100B0000,1,true
359,1335,Williams Road and Three Oaks Parkway,WILLIAMS RD & THREE OAKS PKWY,26.4203700396588,-81.7883783801721,,0.93,,WILLIAMS RD & THREE OAKS PKWY,Williams Road Improvements,INTERSECTION,endpoint of segment with TOSTREET=THREE OAKS PKWY,1,true
360,1351,8990 Corkscrew Road,8990 CORKSCREW RD,26.42941656256928,-81.80521548950183,334625E2U19712349,0.98,,8990 CORKSCREW RD,Corkscrew Road,PARCEL_ADDRESS,parcel STRAP=334625E2U19712349,1,true
