ProjectName,LayerCategory,CategoryID,Board,MeetingFormat,MeetingType,MeetingDate,ArcGIS_Date,MeetingYear,Status,AgendaItemID,AgendaItemNumber,AgendaItemType,ProjectTitle,Summary,ActionTaken,Outcome,MotionText,ProposedBy,SecondedBy,VoteResult,ApplicantName,ApplicationID,District,LocationName,Location,Latitude,Longitude,GeocodeConfidence,StaffCode,Filename,Document_Link,RecordType,LocationSeq,IsPrimary,ParcelID
BERT Rail Trail,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2023-02-01,2023-02-01,2023,Accepted,171,6,Public Comment,Lee County Metropolitan Planning Organization (MPO) Rail Trail Feasibility Study Update,"Lee County Metropolitan Planning Organization (MPO) Rail Trail Feasibility Study Update. Action: No formal action recorded. Lee County Metropolitan Planning Organization (MPO) Rail Trail Feasibility Study Update Staff Presentation/Comments Robert Eschenfelder, Village Attorney Presentation/Information by Don Scott, Metropolitan Planning Organization (MPO) Charles Hines, Trust for Public Land (TPL) Ned Baier, Volkert Engineering Council Questions or Comments Councilmembers Ribble, Fiesel, Wils...","No formal action recorded. Lee County Metropolitan Planning Organization (MPO) Rail Trail Feasibility Study Update Staff Presentation/Comments Robert Eschenfelder, Village Attorney Presentation/Information by Don Scott, Metropolitan Planning Organization (MPO) Charles Hines, Trust for Public Land (TPL) Ned Baier, Volkert Engineering Council Questions or Comments Councilmembers Ribble, Fiesel, Wilson, Ward, Vice Mayor McLain, and Mayor Errington. Public Comments In-Person Emily Porter, Friends of Bonita Estero Rail Trail Greg Chelius, Bonita Isles Diana Ackerman, The Vines Bruce Ackerman, The Vines Terry Koch, Friends of Estero Pathways Madelyn Isaac, Cascades  eComments Thomas Klein, The Reserve Todd Wilson, The Vines Robert Andreola, The Vines John Mark Koshliek, The Vines Antonio Carangelo, Club at Rapallo Stuart Steigerwald, Belle Lago Chris Childs, The Vines Thomas Edelen, The Vines Debbie Beulke, The Vines Go","No formal action recorded. Lee County Metropolitan Planning Organization (MPO) Rail Trail Feasibility Study Update Staff Presentation/Comments Robert Eschenfelder, Village Attorney Presentation/Information by Don Scott, Metropolitan Planning Organization (MPO) Charles Hines, Trust for Public Land (TPL) Ned Baier, Volkert Engineering Council Questions or Comments Councilmembers Ribble, Fiesel, Wilson, Ward, Vice Mayor McLain, and Mayor Errington. Public Comments In-Person Emily Porter, Friends of Bonita Estero Rail Trail Greg Chelius, Bonita Isles Diana Ackerman, The Vines Bruce Ackerman, The Vines Terry Koch, Friends of Estero Pathways Madelyn Isaac, Cascades  eComments Thomas Klein, The Reserve Todd Wilson, The Vines Robert Andreola, The Vines John Mark Koshliek, The Vines Antonio Carangelo, Club at Rapallo Stuart Steigerwald, Belle Lago Chris Childs, The Vines Thomas Edelen, The Vines Debbie Beulke, The Vines Go",,,,,,,,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL","Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,0.9,TD/CS,02012023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/02012023%20minutes.pdf,AgendaItemLocation,1,true,
BERT Rail Trail,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2024-02-21,2024-02-21,2024,Accepted,279,6,Public Comment,Bonita-Estero Rail-Trail,"Bonita-Estero Rail-Trail. Action: No formal action recorded. Bonita-Estero Rail-Trail Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Deb Orton, BERT (Lee/Charlottee County Line) Council Questions or Comments Councilmembers Ward, Fayhee, and Mayor McLain. Public Comments In-Person Mike Johnson, The Vines Steve Novosad, The Vines Jane Ferris, The Vines eComments Tom Rubbelke, The Vines Jesse Arman, Colonial Oaks Terry Koch, Corkscrew Shores  Julie Melchio...","No formal action recorded. Bonita-Estero Rail-Trail Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Deb Orton, BERT (Lee/Charlottee County Line) Council Questions or Comments Councilmembers Ward, Fayhee, and Mayor McLain. Public Comments In-Person Mike Johnson, The Vines Steve Novosad, The Vines Jane Ferris, The Vines eComments Tom Rubbelke, The Vines Jesse Arman, Colonial Oaks Terry Koch, Corkscrew Shores  Julie Melchiore, Cascades Thomas Parisi, Fountain Lakes Ingrid Walsh, Fountain Lakes Paul Keith Scoggins Jr., Estero","No formal action recorded. Bonita-Estero Rail-Trail Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Deb Orton, BERT (Lee/Charlottee County Line) Council Questions or Comments Councilmembers Ward, Fayhee, and Mayor McLain. Public Comments In-Person Mike Johnson, The Vines Steve Novosad, The Vines Jane Ferris, The Vines eComments Tom Rubbelke, The Vines Jesse Arman, Colonial Oaks Terry Koch, Corkscrew Shores  Julie Melchiore, Cascades Thomas Parisi, Fountain Lakes Ingrid Walsh, Fountain Lakes Paul Keith Scoggins Jr., Estero",,,,,,,,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL","Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,0.9,TD/CS,02212024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/02212024%20minutes.pdf,AgendaItemLocation,1,true,
BERT Rail Trail,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2024-04-17,2024-04-17,2024,Accepted,595,7,Public Comment,Acquisition for BERT,"Acquisition for BERT. Action: No formal action recorded. Acquisition for BERT Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Charles Hines, Trust for Public Land (TPL) Council Questions or Comments Councilmember Ward. Public Comments In-Person Steve Novosad, Vines Scott Stryker, Bella Terra eComments Don Greenglass, The Vines Terry Koch, Corkscrew Shores","No formal action recorded. Acquisition for BERT Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Charles Hines, Trust for Public Land (TPL) Council Questions or Comments Councilmember Ward. Public Comments In-Person Steve Novosad, Vines Scott Stryker, Bella Terra eComments Don Greenglass, The Vines Terry Koch, Corkscrew Shores","No formal action recorded. Acquisition for BERT Staff Presentation/Comments Steve Sarkozy, Village Manager Presentation/Information by Charles Hines, Trust for Public Land (TPL) Council Questions or Comments Councilmember Ward. Public Comments In-Person Steve Novosad, Vines Scott Stryker, Bella Terra eComments Don Greenglass, The Vines Terry Koch, Corkscrew Shores",,,,,,,,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL","Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,0.9,TD/CS,04172024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/04172024%20minutes.pdf,AgendaItemLocation,1,true,
BERT Rail Trail,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2024-05-01,2024-05-01,2024,Accepted,653,5,Resolution,"Resolution No. 2024-06 Bonita-Estero Rail-Trail (BERT) A Resolution of the Council of the Village of Estero, Florida Expressing Support for Bonita-Estero Rail-Trail Project; Authorizing the","Resolution No. 2024-06 Bonita-Estero Rail-Trail (BERT) A Resolution of the Council of the Village of Estero, Florida Expressing Support for Bonita-Estero Rail-Trail Project; Authorizing the. Action: Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants",Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants,Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants,Approved of the attached Resolution will give credibility to the Village of Estero interest in this acquisition. It can also be used as the necessary financial match for Federal and State grants,,,Detected,,Resolution No. 2024-06,,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL","Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,0.9,TD/CS,05012024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/05012024%20minutes.pdf,AgendaItemLocation,1,true,
BERT Rail Trail,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2025-04-02,2025-04-02,2025,Accepted,462,7,Contract Approval,BERT Memorandum of Agreement,BERT Memorandum of Agreement. Action: Approved the BERT Memorandum of Agreement and to authorize the Village Manager to approve any minor revisions requested by the other partners to the agreement,Approved the BERT Memorandum of Agreement and to authorize the Village Manager to approve any minor revisions requested by the other partners to the agreement,Approved the BERT Memorandum of Agreement and to authorize the Village Manager to approve any minor revisions requested by the other partners to the agreement,Approved the BERT Memorandum of Agreement and to authorize the Village Manager to approve any minor revisions requested by the other partners to the agreement,,,Detected,,,,"Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL","Seminole Gulf Railway corridor from southern Village limits to Estero Parkway, Estero, FL",26.423875,-81.804915,0.9,TD/CS,04022025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/04022025.pdf,AgendaItemLocation,1,true,
Review of Framework for Cooperation between Village and the Estero Forever Foundation,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2023-12-06,2023-12-06,2023,Accepted,2163,8,Public Comment,Review of Framework for Cooperation between Village and the Estero Forever Foundation,"Review of Framework for Cooperation between Village and the Estero Forever Foundation. Action: No formal action recorded. Review of Framework for Cooperation between Village and the Estero Forever Foundation Staff Presentation/Comments Steve Sarkozy, Village Manager Robert Eschenfelder, Village Attorney Carol Sacco, CMC, Village Clerk Council Questions or Comments Councilmembers Ward, Zalucki, Vice Mayor Ribble, and Mayor McLain. Public Comments Gary Israel, Shadow Wood","No formal action recorded. Review of Framework for Cooperation between Village and the Estero Forever Foundation Staff Presentation/Comments Steve Sarkozy, Village Manager Robert Eschenfelder, Village Attorney Carol Sacco, CMC, Village Clerk Council Questions or Comments Councilmembers Ward, Zalucki, Vice Mayor Ribble, and Mayor McLain. Public Comments Gary Israel, Shadow Wood","No formal action recorded. Review of Framework for Cooperation between Village and the Estero Forever Foundation Staff Presentation/Comments Steve Sarkozy, Village Manager Robert Eschenfelder, Village Attorney Carol Sacco, CMC, Village Clerk Council Questions or Comments Councilmembers Ward, Zalucki, Vice Mayor Ribble, and Mayor McLain. Public Comments Gary Israel, Shadow Wood",,,,,,,,"Shadow Wood, Estero, FL","Shadow Wood, Estero, FL",26.4099337,-81.7949565,0.9,TD/CS,12062023 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/12062023%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2022-05-18,2022-05-18,2022,Accepted,822,7,Contract Approval,Corkscrew Road Pathway Construction Contract - Cougar Contracting,"Corkscrew Road Pathway Construction Contract - Cougar Contracting. Action: Approved Misc. Contractor Services contract EC 2019-06 STA 07 with Cougar Contractor Services for $313,468 for the construction of a pathway on the south side of Corkscrew Road from Stoneybrook Golf Blvd. to the Stoneybrook Golf Drive right turn lane, approve a contingency fund amount of $31,300 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Villa...","Approved Misc. Contractor Services contract EC 2019-06 STA 07 with Cougar Contractor Services for $313,468 for the construction of a pathway on the south side of Corkscrew Road from Stoneybrook Golf Blvd. to the Stoneybrook Golf Drive right turn lane, approve a contingency fund amount of $31,300 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved Misc. Contractor Services contract EC 2019-06 STA 07 with Cougar Contractor Services for $313,468 for the construction of a pathway on the south side of Corkscrew Road from Stoneybrook Golf Blvd. to the Stoneybrook Golf Drive right turn lane, approve a contingency fund amount of $31,300 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council","Approved Misc. Contractor Services contract EC 2019-06 STA 07 with Cougar Contractor Services for $313,468 for the construction of a pathway on the south side of Corkscrew Road from Stoneybrook Golf Blvd. to the Stoneybrook Golf Drive right turn lane, approve a contingency fund amount of $31,300 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero Council",,,Detected,Cougar Contractor Services,EC 2019-06,,"Stoneybrook, Estero, FL","Stoneybrook, Estero, FL",26.4298062,-81.7679548,0.9,TD/CS,05182022 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/COUNCIL/05182022%20minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2025-07-08,2025-07-08,2025,Pending,1186,2,Vote,"Aldi - 11906 Newbridge Court, Development Order (DOS2025-E001) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road on Newbridge Court","Aldi - 11906 Newbridge Court, Development Order (DOS2025-E001) (District 5) Located east of Stoneybrook Golf Drive and south of Corkscrew Road on Newbridge Court. Action: Approved Development Order with staff recommendations and the following conditions; applicant will work with staff to minimize the use of green screens and incorporate other architectural elements to break up the long walls and use of green screens where appropriate, and no deliveries earlier than 7 am and no later than 9 pm","Approved Development Order with staff recommendations and the following conditions; applicant will work with staff to minimize the use of green screens and incorporate other architectural elements to break up the long walls and use of green screens where appropriate, and no deliveries earlier than 7 am and no later than 9 pm","Approved Development Order with staff recommendations and the following conditions; applicant will work with staff to minimize the use of green screens and incorporate other architectural elements to break up the long walls and use of green screens where appropriate, and no deliveries earlier than 7 am and no later than 9 pm","Approved Development Order with staff recommendations and the following conditions; applicant will work with staff to minimize the use of green screens and incorporate other architectural elements to break up the long walls and use of green screens where appropriate, and no deliveries earlier than 7 am and no later than 9 pm",,,See minutes,,DOS2025-E001,5,"Stoneybrook, Estero, FL","Stoneybrook, Estero, FL",26.4298062,-81.7679548,0.9,null,07082025 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/PZDB/07082025%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS",Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2019-02-20,2019-02-20,2019,Accepted,2282,2,Contract Approval,"APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS","APPROVAL OF AGENDA, ADDITIONS, AND DELETIONS. Action: Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services","Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services","Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services","Motion to approve Supplemental Task Authorization (STA)-2 under CN 2018-02 Miscellaneous Professional Services to AIM Engineering & Surveying, Inc. to perform a suite of design services for the Trailside Drive and Poinciana Avenue resurfacing. Financial Impact: The Village of Estero will pay up to $54,202.52 for the proposed services",,,Detected,,CN 2018-02,,TRAILSIDE DR & POINCIANA AV,TRAILSIDE DR & POINCIANA AV,26.4437985295955,-81.8130436513598,0.93,null,2019-02-20 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2019%20MINUTES/Council/2019-02-20%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Budget / Capital Improvement,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2020-05-27,2020-05-27,2020,Accepted,2571,12,Resolution,"Trailside Drive and Poinciana A venue Resurfacing/Rebuild RFB 2020-08 and Resolution No. 2020-06 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Budget Amendment for Trailside Drive and Poinciana A venue Resurf...","Trailside Drive and Poinciana A venue Resurfacing/Rebuild RFB 2020-08 and Resolution No. 2020-06 A Resolution of the Village Council of the Village of Estero, Florida, Approving the Budget Amendment for Trailside Drive and Poinciana A venue Resurfacing/Re. Action: 1) Approved award of Request for Bids No. RFB 2020-08 Trailside Drive and Poinciana Avenue Resurfacing/Rebuild to Ajax Paving Industries of Florida, LLC at a total bid cost of $377,679.65. 2) Approved a contingency fund amount of $3...","1) Approved award of Request for Bids No. RFB 2020-08 Trailside Drive and Poinciana Avenue Resurfacing/Rebuild to Ajax Paving Industries of Florida, LLC at a total bid cost of $377,679.65. 2) Approved a contingency fund amount of $37,767 (an amount equal to 10% ofthe total project cost) to cover unforeseen circumstances which may occur with total project funds of $415,447. 3) Adopted Resolution No. 2020-06 for a budget amendment for fiscal year 2019-2020. 4) Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council","1) Approved award of Request for Bids No. RFB 2020-08 Trailside Drive and Poinciana Avenue Resurfacing/Rebuild to Ajax Paving Industries of Florida, LLC at a total bid cost of $377,679.65. 2) Approved a contingency fund amount of $37,767 (an amount equal to 10% ofthe total project cost) to cover unforeseen circumstances which may occur with total project funds of $415,447. 3) Adopted Resolution No. 2020-06 for a budget amendment for fiscal year 2019-2020. 4) Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council","1) Approved award of Request for Bids No. RFB 2020-08 Trailside Drive and Poinciana Avenue Resurfacing/Rebuild to Ajax Paving Industries of Florida, LLC at a total bid cost of $377,679.65. 2) Approved a contingency fund amount of $37,767 (an amount equal to 10% ofthe total project cost) to cover unforeseen circumstances which may occur with total project funds of $415,447. 3) Adopted Resolution No. 2020-06 for a budget amendment for fiscal year 2019-2020. 4) Authorized the Village Manager to execute the contract and any other related ancillary documents on behalf of the Village of Estero Council",,,Detected,,RFB 2020-08,,TRAILSIDE DR & POINCIANA AV,TRAILSIDE DR & POINCIANA AV,26.4437985295955,-81.8130436513598,0.93,,2020-05-27 Council Meeting Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2020%20Minutes/Council/2020-05-27%20Council%20Meeting%20Minutes.pdf,AgendaItemLocation,1,true,
Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2024-07-03,2024-07-03,2024,Accepted,1120,11,Contract Approval,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,"Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths. Action: Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000","Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000","Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000","Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000",,,Detected,,,,"The Brooks, Estero, FL","The Brooks, Estero, FL",26.3926426,-81.7753764,0.9,TD/CS,07032024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/07032024%20minutes.pdf,AgendaItemLocation,1,true,
Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2024-11-06,2024-11-06,2024,Accepted,1952,6,Contract Approval,Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths,"Brooks Community Development District Interlocal Agreement - Three Oaks Parkway Paths. Action: Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000","Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000","Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000","Approved the Interlocal Agreement with The Brooks Community Development District (CDD) for improvements to the Three Oaks Parkway paths and authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary which do not increase cost above $380,000",,,Detected,,,,"The Brooks, Estero, FL","The Brooks, Estero, FL",26.3926426,-81.7753764,0.9,TD/CS,11062024 minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/11062024%20minutes.pdf,AgendaItemLocation,1,true,
Copperleaf at the Brooks - Clubhouse Expansion Development Order (DOS2022- E005) (District 5) located at 23101 Copperleaf Boulevard. The Clubhouse is off Copperleaf Boulevard southeast of the Three Oaks Parkway entry gate. Applicant is seeking to...,Transportation & Mobility,4,Planning Zoning & Design Board,Regular Meeting,Planning Zoning & Design Board,2022-12-13,2022-12-13,2022,Accepted,2218,5,Public Comment,Copperleaf at the Brooks - Clubhouse Expansion Development Order (DOS2022- E005) (District 5) located at 23101 Copperleaf Boulevard. The Clubhouse is off Copperleaf Boulevard southeast of the Three Oaks Parkway entry gate. Applicant is seeking to...,Copperleaf at the Brooks - Clubhouse Expansion Development Order (DOS2022- E005) (District 5) located at 23101 Copperleaf Boulevard. The Clubhouse is off Copperleaf Boulevard southeast of the Three Oaks Parkway entry gate. Applicant is seeking to expand t. Action: No formal action recorded. Copperleaf at the Brooks - Clubhouse Expansion Development Order (DOS2022- E005) (District 5) located at 23101 Copperleaf Boulevard. The Clubhouse is off Copperleaf Boulevard southeast of the Three Oaks Pa...,"No formal action recorded. Copperleaf at the Brooks - Clubhouse Expansion Development Order (DOS2022- E005) (District 5) located at 23101 Copperleaf Boulevard. The Clubhouse is off Copperleaf Boulevard southeast of the Three Oaks Parkway entry gate. Applicant is seeking to expand the Clubhouse which includes the café and pool deck, increase the number of parking spaces, adds a Bocce Ball Court, and modify golf cart parking, golf cart paths, lakes and landscape. Staff Presentation/Comments Mary Gibbs, Community Development Director Jim Hart, Development Review Manager  Presentation/Information by Frank J. Feeney, P.E, Q. Grady Minor & Associates, P.A David Humphrey, Humphrey Rosal Architects Public Comment None. Board Questions or Comments Board Member Wallace, Vice Chairman Gargano, and Chairman Wood","No formal action recorded. Copperleaf at the Brooks - Clubhouse Expansion Development Order (DOS2022- E005) (District 5) located at 23101 Copperleaf Boulevard. The Clubhouse is off Copperleaf Boulevard southeast of the Three Oaks Parkway entry gate. Applicant is seeking to expand the Clubhouse which includes the café and pool deck, increase the number of parking spaces, adds a Bocce Ball Court, and modify golf cart parking, golf cart paths, lakes and landscape. Staff Presentation/Comments Mary Gibbs, Community Development Director Jim Hart, Development Review Manager  Presentation/Information by Frank J. Feeney, P.E, Q. Grady Minor & Associates, P.A David Humphrey, Humphrey Rosal Architects Public Comment None. Board Questions or Comments Board Member Wallace, Vice Chairman Gargano, and Chairman Wood",,,,,,,5,"The Brooks, Estero, FL","The Brooks, Estero, FL",26.3926426,-81.7753764,0.9,null,12132022 PZDB Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2022%20MINUTES/PZD%20BOARD/12132022%20PZDB%20Minutes.pdf,AgendaItemLocation,1,true,
"Resolution No. 2025-26 supporting the construction of a noise wall by FDOT to serve the Brooks Community. A Resolution of the Village Council of the Village of Estero, Florida, Supporting the Construction by the Florida Department of Transportatio...",Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2025-11-19,2025-11-19,2025,Accepted,2073,5,Resolution,"Resolution No. 2025-26 supporting the construction of a noise wall by FDOT to serve the Brooks Community. A Resolution of the Village Council of the Village of Estero, Florida, Supporting the Construction by the Florida Department of Transportatio...","Resolution No. 2025-26 supporting the construction of a noise wall by FDOT to serve the Brooks Community. A Resolution of the Village Council of the Village of Estero, Florida, Supporting the Construction by the Florida Department of Transportation of a N. Action: Adopted Resolution No. 2025-26",Adopted Resolution No. 2025-26,Adopted Resolution No. 2025-26,Adopted Resolution No. 2025-26,,,Detected,,Resolution No. 2025-26,,"The Brooks, Estero, FL","The Brooks, Estero, FL",26.3926426,-81.7753764,0.9,TD/CS,11192025.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2025%20Minutes/Council/11192025.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2017-02-01,2017-02-01,2017,Accepted,160,6,Vote,Letter to Florida Department of Transportation (FDOT) Requesting Village Traffic Signal Maintenance Responsibilities for US 41 be Transferred to Lee County,Letter to Florida Department of Transportation (FDOT) Requesting Village Traffic Signal Maintenance Responsibilities for US 41 be Transferred to Lee County. Action: Approved the letter to Florida Department of Transportation,Approved the letter to Florida Department of Transportation,Approved the letter to Florida Department of Transportation,Approved the letter to Florida Department of Transportation,,,Unanimous,,,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,DR/GR,020117 Council Meeting  Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/020117%20Council%20Meeting%20%20Approved%20Minutes.pdf,AgendaItemLocation,1,true,
Corkscrew Road,Transportation & Mobility,4,Village Council,Regular Meeting,Village Council,2017-06-07,2017-06-07,2017,Accepted,929,4,Resolution,"Resolution No. 2017-14 A Resolution of the Village Council of the Village of Estero, Florida, Supporting Florida Department of Transportation Installing Signs on US 41, Between Corkscrew Road and Coconut Road, Designated as ""Coach Jeff Sommer Memo...","Resolution No. 2017-14 A Resolution of the Village Council of the Village of Estero, Florida, Supporting Florida Department of Transportation Installing Signs on US 41, Between Corkscrew Road and Coconut Road, Designated as ""Coach Jeff Sommer Memorial Hig. Action: Adopted Resolution No. 2017-14",Adopted Resolution No. 2017-14,Adopted Resolution No. 2017-14,Adopted Resolution No. 2017-14,,,Unanimous,,Resolution No. 2017-14,,US 41 / Tamiami Trail,"US 41 from Williams Road to Estero Parkway, Estero, FL",26.434255,-81.814695788461,0.9,DR/GR,060717 Council Meeting Approved Minutes.pdf,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2017%20Minutes/Council/060717%20Council%20Meeting%20Approved%20Minutes.pdf,AgendaItemLocation,2,false,
